Symbol,Description,Company Name,Market Cap,Sector,Industry,Sub-Industry
INTC,INTEL CORP COM,INTEL CORPORATION,"179,303 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
JNJ,JOHNSON & JOHNSON COM,JOHNSON & JOHNSON,"467,100 M",Health Care,Pharmaceuticals,Pharmaceuticals
JPM,JP MORGAN CHASE & CO COM,JPMORGAN CHASE & CO.,"384,372 M",Financials,Banks,Diversified Banks
KHC,KRAFT HEINZ CO COM,KRAFT HEINZ CO,"44,317 M",Consumer Staples,Food Products,Packaged Foods & Meats
KO,COCA-COLA CO COM,COCA-COLA CO,"273,800 M",Consumer Staples,Beverages,Soft Drinks
LIN,LINDE PLC COM,LINDE PLC,"167,201 M",Materials,Chemicals,Industrial Gases
LLY,ELI LILLY AND COMPANY COM,ELI LILLY AND COMPANY,"289,998 M",Health Care,Pharmaceuticals,Pharmaceuticals
LMT,LOCKHEED MARTIN CORP COM,LOCKHEED MARTIN CORPORATION,"118,218 M",Industrials,Aerospace & Defense,Aerospace & Defense
LOW,LOWE'S COMPANIES INC COM,LOWE'S COMPANIES INC.,"124,883 M",Consumer Discretionary,Specialty Retail,Home Improvement Retail
MA,MASTERCARD INCORPORATED COM CL A,"MASTERCARD, INC.","349,812 M",Information Technology,IT Services,Data Processing & Outsourced Services
MCD,MCDONALD'S CORPORATION COM,MCDONALD'S CORP,"184,299 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
MDLZ,MONDELEZ INTL INC COM CL A,MONDELEZ INTERNATIONAL INCORPORATED,"86,329 M",Consumer Staples,Food Products,Packaged Foods & Meats
MDT,MEDTRONIC PLC COM,MEDTRONIC PLC,"129,388 M",Health Care,Health Care Equipment & Supplies,Health Care Equipment
MET,METLIFE INC COM,"METLIFE, INC.","54,204 M",Financials,Insurance,Life & Health Insurance
MMM,3M COMPANY COM,3M COMPANY,"83,421 M",Industrials,Industrial Conglomerates,Industrial Conglomerates
MO,ALTRIA GROUP INC COM,"ALTRIA GROUP, INC.","97,607 M",Consumer Staples,Tobacco,Tobacco
MRK,MERCK & CO INC COM,"MERCK & CO. , INC.","228,301 M",Health Care,Pharmaceuticals,Pharmaceuticals
MS,MORGAN STANLEY COM,MORGAN STANLEY,"147,552 M",Financials,Capital Markets,Investment Banking & Brokerage
MSFT,MICROSOFT CORP COM,MICROSOFT CORPORATION,"2,035,411 M",Information Technology,Software,Systems Software
NEE,NEXTERA ENERGY INC COM,NEXTERA ENERGY INC,"154,370 M",Utilities,Electric Utilities,Electric Utilities
NFLX,NETFLIX INC COM,NETFLIX INC,"89,341 M",Communication Services,Entertainment,Movies & Entertainment
NKE,NIKE INC COM CL B,NIKE INC.,"191,181 M",Consumer Discretionary,"Textiles, Apparel & Luxury Goods",Footwear
NVDA,NVIDIA CORP COM,NVIDIA CORPORATION,"477,325 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
ORCL,ORACLE CORP COM,ORACLE CORPORATION,"192,508 M",Information Technology,Software,Systems Software
PEP,PEPSICO INC COM,PEPSICO INC.,"228,779 M",Consumer Staples,Beverages,Soft Drinks
PFE,PFIZER INC COM,PFIZER INC.,"298,752 M",Health Care,Pharmaceuticals,Pharmaceuticals
PG,PROCTER & GAMBLE CO COM,PROCTER & GAMBLE CO,"348,786 M",Consumer Staples,Household Products,Household Products
PM,PHILIP MORRIS INTL INC COM,PHILIP MORRIS INTERNATIONAL INCORPORATION,"164,513 M",Consumer Staples,Tobacco,Tobacco
PYPL,PAYPAL HOLDINGS INC COM,PAYPAL HOLDINGS INC,"101,218 M",Information Technology,IT Services,Data Processing & Outsourced Services
QCOM,QUALCOMM INC COM,QUALCOMM INCORPORATED,"159,835 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
RTX,RAYTHEON TECH CORP COM,RAYTHEON TECHNOLOGIES CORP,"143,308 M",Industrials,Aerospace & Defense,Aerospace & Defense
SBUX,STARBUCKS CORP COM,STARBUCKS CORPORATION,"91,362 M",Consumer Discretionary,"Hotels, Restaurants & Leisure",Restaurants
SO,SOUTHERN CO COM,SOUTHERN CO,"80,359 M",Utilities,Electric Utilities,Electric Utilities
SPG,SIMON PROPERTY GROUP INC COM USD0.0001,"SIMON PROPERTY GROUP, INC.","36,276 M",Real Estate,Equity Real Estate Investment Trusts (REITs),Retail REITs
T,AT&T INC COM,AT&T INC.,"149,730 M",Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
TGT,TARGET CORP COM,TARGET CORPORATION,"74,794 M",Consumer Discretionary,Multiline Retail,General Merchandise Stores
TMO,THERMO FISHER SCIENTIFIC INC COM,THERMO FISHER SCIENTIFIC INC.,"219,546 M",Health Care,Life Sciences Tools & Services,Life Sciences Tools & Services
TMUS,T-MOBILE US INC COM,T-MOBILE US INC,"170,475 M",Communication Services,Wireless Telecommunication Services,Wireless Telecommunication Services
TSLA,TESLA INC COM,TESLA INC,"748,041 M",Consumer Discretionary,Automobiles,Automobile Manufacturers
TXN,TEXAS INSTRUMENTS INC COM,TEXAS INSTRUMENTS INCORPORATED,"161,198 M",Information Technology,Semiconductors & Semiconductor Equipment,Semiconductors
UNH,UNITEDHEALTH GROUP INC COM,UNITEDHEALTH GROUP INCORPORATED,"460,173 M",Health Care,Health Care Providers & Services,Managed Health Care
UNP,UNION PACIFIC CORP COM,UNION PACIFIC CORPORATION,"141,331 M",Industrials,Road & Rail,Railroads
UPS,UNITED PARCEL SERVICE INC COM CL B,"UNITED PARCEL SERVICE, INC.","161,376 M",Industrials,Air Freight & Logistics,Air Freight & Logistics
USB,US BANCORP COM,US BANCORP,"77,214 M",Financials,Banks,Diversified Banks
V,VISA INC COM CL A,VISA INCORPORATION,"451,236 M",Information Technology,IT Services,Data Processing & Outsourced Services
VZ,VERIZON COMMUNICATIONS COM,VERIZON COMMUNICATIONS,"214,682 M",Communication Services,Diversified Telecommunication Services,Integrated Telecommunication Services
WBA,WALGREENS BOOTS ALLIANCE INC COM,WALGREENS BOOTS ALLIANCE INC,"37,358 M",Consumer Staples,Food & Staples Retailing,Drug Retail
WFC,WELLS FARGO & COMPANY COM,WELLS FARGO & COMPANY,"169,713 M",Financials,Banks,Diversified Banks
WMT,WALMART INC COM,WALMART INC,"347,897 M",Consumer Staples,Food & Staples Retailing,Hypermarkets & Super Centers
XOM,EXXON MOBIL CORPORATION COM,EXXON MOBIL CORP,"419,256 M",Energy,"Oil, Gas & Consumable Fuels",Integrated Oil & Gas
