,dividends,original_filing_date,period_end_date,period_end_price,shares_eop,assets_to_equity,assets_to_equity_median,book_value,book_value_per_share,cash_and_equiv_growth,cf_cfo_cagr_10,debt_to_equity,debt_to_equity_median,deposits_cagr_10,deposits_growth,dividends_per_share_cagr_10,dividends_per_share_growth,earning_assets,earning_assets_cagr_10,earning_assets_growth,earning_assets_to_equity,earning_assets_to_equity_median,ebitda,ebitda_growth,ebitda_margin,ebitda_per_share,enterprise_value,enterprise_value_to_book,enterprise_value_to_earnings,enterprise_value_to_fcf,enterprise_value_to_sales,enterprise_value_to_tangible_book,eps_diluted_cagr_10,eps_diluted_growth,equity_to_assets,equity_to_assets_median,fcf,fcf_cagr_10,fcf_growth,fcf_margin,fcf_per_share,income_tax_rate,loan_loss_reserve_to_loans,loan_loss_reserve_to_loans_median,loans_gross_cagr_10,loans_gross_growth,loans_net_growth,loans_to_deposits,loans_to_deposits_median,market_cap,net_debt,net_income_growth,net_income_margin,net_interest_income_cagr_10,net_interest_income_growth,net_interest_margin,nim_median,payout_ratio,peg_ratio,pretax_income_growth,pretax_income_per_share,pretax_margin,pretax_margin_median,price_to_book,price_to_earnings,price_to_fcf,price_to_sales,price_to_tangible_book,revenue_cagr_10,revenue_growth,revenue_per_share,roa,roa_median,roce,roe,roe_median,roic,roic_5yr_avg,roic_legacy,roic_median,shares_diluted_growth,shares_eop_change,shares_eop_growth,tangible_book_per_share,tangible_book_value,total_assets_cagr_10,total_assets_growth,total_equity_cagr_10,total_equity_growth,fiscal_quarter_key,fiscal_quarter_number
38,0.25,2011-11-04,2011-09,30.12,3798881000,12.5584,12.2867,174487000000,45.0614,0.0,-0.1708,1.7815,1.9621,0.0188,0.0,0.1746,0.0,1221845000000,-0.0258,0.0,6.7028,8.5168,7083000000,-0.0525,0.298,1.8291,202467295720,1.1603,10.0835,2.9937,1.9876,1.7593,0.0981,0.0099,0.0796,0.0805,7793000000,-0.1708,1.154,0.3279,2.0125,0.2674,0.0406,0.0449,-0.0016,0.0,0.0,0.6377,0.7168,114422295720,139118000000,-0.0353,0.1793,-0.0122,-0.0547,0.0391,0.0362,0.245,0.5807,-0.062,1.5025,0.2448,0.2526,0.6557,5.6986,1.6919,1.1233,0.9943,-0.0051,-0.0025,6.1368,0.0088,0.008,0.0181,0.1099,0.0995,0.0382,0.069718844518377,0.0604,0.0331,-0.0251,-111315000.0,-0.0284,29.719,115078000000,0.0096,0.0,0.0068,0.0,FY2011.FQ3,3
39,0.25,2012-02-29,2011-12,33.25,3772691000,12.3427,12.2867,175773000000,46.114,1.9423,-0.0562,1.7993,1.9517,0.0267,0.2122,0.1746,0.0,1587502000000,0.005,0.076,8.6477,8.5126,6035000000,-0.2721,0.281,1.5832,237335975750,1.3502,12.5071,2.474,2.4408,2.0258,0.1238,-0.1964,0.081,0.0812,29414000000,-0.0562,25.4752,1.3699,7.7167,0.2146,0.0381,0.0449,0.0061,0.0444,0.0536,0.6417,0.6819,125441975750,185433000000,-0.2283,0.1736,-0.0043,0.0023,0.0339,0.0362,0.2777,0.5337,-0.323,1.2453,0.221,0.2526,0.7136,6.6105,1.3076,1.2901,1.0707,-0.0175,-0.1772,5.6329,0.0083,0.0085,0.0165,0.1037,0.1068,0.0371,0.069718844518377,0.0549,0.0372,-0.0314,-26190000.0,-0.0068,30.7356,117155000000,0.0112,0.0699,0.0172,0.0424,FY2011.FQ4,4
40,0.3,2012-05-10,2012-03,45.98,3822023000,12.2297,12.2576,181928000000,47.4586,0.6336,-0.0564,1.6149,1.9417,0.0265,0.1332,0.1962,0.2,1729120000000,0.0122,0.5368,9.1136,8.5126,8213000000,-0.1198,0.3152,2.1424,261156617540,1.4354,14.2358,2.4596,2.663,2.1292,0.0379,-0.0703,0.0817,0.0813,4266000000,-0.0564,1.7134,0.1637,1.1128,0.2946,0.0358,0.0423,0.0099,0.0509,0.0592,0.6388,0.6663,175736617540,135997000000,-0.1135,0.189,-0.0087,-0.02,0.0286,0.036,0.2521,2.5247,-0.1335,1.821,0.2679,0.2641,0.9659,9.5795,1.6551,1.792,1.4328,-0.0021,0.0329,6.796,0.008,0.0085,0.0157,0.0982,0.1068,0.0363,0.069718844518377,0.0528,0.0372,-0.045,49332000.0,0.013,31.9956,122652000000,0.0129,0.0555,0.0157,0.0505,FY2012.FQ1,1
41,0.3,2012-08-09,2012-06,35.73,3796837000,11.9544,12.2006,183772000000,48.1015,-0.1252,0.1342,1.6275,1.8659,0.0174,0.064,0.1962,0.0,1674739000000,0.014,0.3785,8.742,8.5126,8217000000,-0.1263,0.3704,2.1507,221639986010,1.206,12.4001,2.6557,2.3713,1.7631,0.0504,-0.0472,0.0836,0.0815,41983000000,0.1342,-0.3511,1.8928,10.9888,0.2914,0.0326,0.041,0.0139,0.0548,0.0643,0.652,0.6548,135660986010,136542000000,-0.0867,0.2236,-0.0104,-0.0582,0.0274,0.0359,0.2479,1.5058,-0.1386,1.8322,0.3155,0.2683,0.7382,7.5898,1.6255,1.4514,1.0791,-0.0043,-0.1717,5.8055,0.0077,0.0085,0.0151,0.0937,0.1068,0.0357,0.069718844518377,0.0546,0.0372,-0.0408,-25186000.0,-0.0065,32.904,125710000000,0.012,0.0193,0.0148,0.0475,FY2012.FQ2,2
42,0.3,2012-11-08,2012-09,40.48,3799558000,11.6242,12.098,190635000000,49.9842,-0.1505,0.0,1.4853,1.7904,0.021,0.0429,0.1962,0.0,1692588000000,0.0072,0.3852,8.4759,8.4267,9280000000,0.3101,0.369,2.4332,237259107840,1.2445,12.2804,4.021,2.5014,1.7874,0.0658,0.3725,0.086,0.0819,-16659000000,0.0,-3.1376,-0.6624,-4.3679,0.2852,0.0316,0.0394,0.0011,0.036,0.0458,0.6335,0.6468,153806107840,138927000000,0.3392,0.2269,-0.0219,-0.0711,0.0272,0.0358,0.2142,1.2092,0.3726,2.0939,0.3175,0.2759,0.8068,7.9609,2.6067,1.6215,1.1587,-0.0095,0.0581,6.5932,0.0083,0.0086,0.0164,0.0987,0.1068,0.0386,0.069718844518377,0.0579,0.0374,-0.015,2721000.0,0.0007,34.8032,132736000000,0.0083,0.0139,0.0194,0.0954,FY2012.FQ3,3
43,0.3,2013-02-28,2012-12,43.97,3803952000,11.5605,12.098,195011000000,51.0366,0.2115,0.0,1.6221,1.7045,0.03,0.0583,0.1962,0.0,1621730000000,0.0091,0.0215,7.9469,8.1622,8354000000,0.3842,0.3531,2.1863,267382769440,1.3711,12.5626,10.6616,2.7556,1.9518,0.0246,0.5444,0.0865,0.0819,-4511000000,0.0,-1.1533,-0.1907,-1.1805,0.181,0.0298,0.037,0.0048,0.0139,0.0226,0.6147,0.6402,167259769440,155490000000,0.5268,0.2406,-0.013,-0.0831,0.0271,0.0358,0.2158,3.1931,0.464,1.8188,0.2938,0.2812,0.8576,7.8584,6.6693,1.7237,1.2209,-0.0059,0.1016,6.1902,0.009,0.0089,0.0171,0.1054,0.1076,0.0412,0.069718844518377,0.0609,0.0379,0.0024,4394000.0,0.0011,35.851,136987000000,0.0159,0.0411,0.0177,0.1116,FY2012.FQ4,4
44,0.3,2013-05-08,2013-03,47.46,3789778000,11.5379,12.098,197128000000,51.242,0.7789,0.0,1.7113,1.7464,0.0,0.0655,0.1962,0.0,1758171000000,0.0,0.0168,8.49,8.4267,10056000000,0.2244,0.4002,2.6139,145064863880,0.7358,6.3377,3.5575,1.5095,1.0434,0.0464,0.3361,0.0866,0.0826,19964000000,0.0,3.6797,0.7946,5.1894,0.2811,0.0285,0.037,0.0,0.0109,0.0187,0.6061,0.6402,179862863880,51237000000,0.3259,0.2598,-0.0133,-0.0628,0.0261,0.0312,0.1886,1.6926,0.3009,2.3608,0.3615,0.2986,0.9124,7.858,4.4108,1.8716,1.2936,0.0053,-0.0356,6.5302,0.0096,0.0089,0.0177,0.1113,0.1076,0.0417,0.069718844518377,0.074,0.0379,0.0035,-14174000.0,-0.0037,36.1398,139030000000,0.0,0.0297,0.0,0.0914,FY2013.FQ1,1
45,0.38,2013-08-07,2013-06,52.79,3769018000,11.6588,12.063,197781000000,51.8525,0.9431,0.5101,1.6881,1.6997,0.026,0.078,0.2248,0.2666,1822313000000,0.0213,0.0881,8.7092,8.483,10733000000,0.3061,0.4257,2.8138,124646460220,0.6302,5.1032,1.8517,1.2573,0.9003,0.0363,0.3223,0.0857,0.0829,68520000000,0.5101,0.632,2.7178,17.9639,0.3013,0.0267,0.0342,0.0046,-0.0027,0.0034,0.6031,0.6382,198966460220,12696000000,0.3096,0.2576,-0.0122,-0.0396,0.0244,0.028,0.2375,2.2433,0.3282,2.4376,0.3688,0.3095,1.0059,8.146,2.9557,2.007,1.4372,-0.0034,0.1366,6.6096,0.0101,0.0089,0.0188,0.1173,0.1076,0.0434,0.069718844518377,0.1017,0.0379,-0.0016,-20760000.0,-0.0054,36.2944,138438000000,0.0142,0.0652,0.0173,0.0922,FY2013.FQ2,2
46,0.38,2013-11-01,2013-09,51.69,3759189000,11.919,11.9367,195512000000,51.9012,1.55,0.0,1.6816,1.6849,0.0255,0.1241,0.0427,0.0,1803904000000,0.0483,0.0657,8.7284,8.5689,1685000000,-0.8184,0.0728,0.4473,55575479410,0.2842,3.0307,0.5036,0.5723,0.4083,0.0,-1.1214,0.0838,0.0837,26383000000,0.0,2.5837,1.1412,7.0037,12.1764,0.0241,0.0321,0.006,0.0093,0.0171,0.5687,0.6356,194312479410,-54560000000,-1.0665,-0.0164,-0.0099,-0.0183,0.024,0.0273,-2.2352,0.0,-0.9957,0.009,0.0014,0.2986,0.9938,10.5967,1.7607,2.001,1.4276,-0.0086,-0.0806,6.1367,0.0074,0.0086,0.014,0.0881,0.1045,0.0328,0.069718844518377,0.098,0.0379,-0.0122,-9829000.0,-0.0026,36.1308,136105000000,0.0114,0.0611,0.0135,0.0349,FY2013.FQ3,3
47,0.38,2014-02-20,2013-12,58.48,3756108000,11.4391,11.7889,200020000000,52.6798,1.027,0.0,1.675,1.6783,0.0207,0.0788,0.0427,0.0,1706408000000,0.0345,0.0522,8.0804,8.5689,9507000000,0.138,0.3974,2.5038,159718195840,0.7985,8.9297,1.4795,1.6403,1.1351,0.0023,-0.0647,0.0874,0.0848,-6914000000,0.0,-0.5326,-0.289,-1.8209,0.3655,0.022,0.0307,0.0068,0.0062,0.0144,0.5734,0.6241,219657195840,-2091000000,-0.0792,0.2191,-0.0081,-0.0193,0.0246,0.0271,0.2923,52.5396,0.1886,2.1757,0.3454,0.3047,1.0981,12.2809,2.0347,2.2559,1.561,-0.0112,0.0111,6.299,0.0073,0.0083,0.0144,0.0856,0.1012,0.0319,0.069718844518377,0.099,0.0377,-0.0063,-3081000.0,-0.0008,37.0583,140707000000,0.0072,0.0239,0.0144,0.0348,FY2013.FQ4,4
48,0.38,2014-05-02,2014-03,60.71,3784713000,11.2767,11.6415,204572000000,53.5024,0.3156,0.0652,1.6721,1.6735,0.0161,0.0666,0.0427,0.0,1856877000000,0.0427,0.0561,8.4536,8.5689,8937000000,-0.1112,0.3849,2.3373,105429926230,0.5153,6.3412,1.027,1.1044,0.7198,0.0229,-0.1949,0.0886,0.0858,14667000000,0.0652,-0.2653,0.6317,3.8359,0.3182,0.0216,0.0292,0.0047,0.0028,0.0099,0.5698,0.6104,229769926230,-31564000000,-0.1929,0.2269,-0.0101,-0.0243,0.0241,0.0266,0.2968,6.0176,-0.1489,2.0213,0.3329,0.3165,1.1231,13.8199,2.2382,2.4069,1.5687,-0.0023,-0.0759,6.0715,0.0067,0.0081,0.0136,0.0771,0.0985,0.0288,0.069718844518377,0.0837,0.0367,-0.006,28605000.0,0.0076,38.3057,146466000000,0.0079,0.0366,0.0188,0.0606,FY2014.FQ1,1
49,0.4,2014-08-04,2014-06,57.62,3761281000,11.0874,11.5923,208851000000,54.7805,0.2375,0.0,1.6208,1.6498,0.0158,0.097,0.0481,0.0526,1922876000000,0.0193,0.0551,8.4591,8.483,9773000000,-0.0894,0.396,2.5634,65222011220,0.3122,4.0485,2.1912,0.687,0.4317,0.0495,-0.0875,0.0901,0.0862,-4371000000,0.0,-1.0637,-0.1771,-1.1464,0.3009,0.0205,0.0276,0.0031,0.0294,0.036,0.566,0.6046,216725011220,-52986000000,-0.0794,0.2423,-0.0115,0.0087,0.0228,0.0254,0.2739,2.7139,-0.0799,2.2439,0.3466,0.3252,1.0377,13.4528,7.2812,2.283,1.4347,0.014,-0.0211,6.4729,0.0064,0.0078,0.0129,0.072,0.096,0.0272,0.069718844518377,0.0889,0.036,-0.0004,-23432000.0,-0.0061,39.6209,151055000000,0.0107,0.0331,0.0216,0.0863,FY2014.FQ2,2
50,0.4,2014-11-03,2014-09,60.24,3738189000,10.9263,11.5492,211214000000,55.7484,0.0934,0.0,1.559,1.6498,0.0169,0.0417,0.0291,0.0,1887503000000,0.0088,0.0463,8.1612,8.4675,9061000000,4.3774,0.3703,2.3915,54225505360,0.2567,2.4586,58.1195,0.5632,0.3527,0.0126,8.9411,0.0915,0.0865,-2449000000,0.0,-1.0928,-0.1,-0.6463,0.2968,0.02,0.0254,0.003,0.02,0.0242,0.5569,0.5882,225188505360,-79111000000,15.6447,0.2274,-0.0048,0.0308,0.0228,0.0245,0.2962,8.0427,231.7647,2.0888,0.3234,0.3281,1.0661,10.2103,241.3595,2.3389,1.4647,-0.0062,0.0584,6.4584,0.0087,0.008,0.0168,0.0961,0.0949,0.0371,0.069718844518377,0.1351,0.0364,0.0057,-23092000.0,-0.0061,40.5769,153734000000,0.0085,0.0258,0.0199,0.119,FY2014.FQ3,3
51,0.4,2015-02-24,2014-12,62.58,3714789000,11.1004,11.4885,211664000000,56.2173,0.4397,-0.0371,1.6094,1.6471,0.0202,0.0587,0.0291,0.0,1891602000000,0.0122,0.1085,8.163,8.4563,7687000000,-0.1914,0.3378,2.0416,26764495620,0.1264,1.2308,0.7314,0.2813,0.1722,-0.0016,-0.0846,0.09,0.087,28746000000,-0.0371,5.1576,1.2635,7.6348,0.2415,0.0187,0.023,0.004,0.0256,0.029,0.5554,0.5716,232471495620,-139363000000,-0.0591,0.2167,-0.0007,0.0142,0.023,0.0242,0.3361,-64.1967,-0.213,1.7266,0.2857,0.3281,1.0983,10.6908,6.3528,2.4441,1.496,0.0025,-0.0487,6.0423,0.0085,0.0084,0.0157,0.0939,0.095,0.0363,0.069718844518377,0.1778,0.0367,-0.0083,-23400000.0,-0.0062,41.2708,155389000000,0.0116,0.0648,0.0192,0.0973,FY2014.FQ4,4
52,0.4,2015-05-05,2015-03,60.58,3711087000,10.9264,11.3579,214371000000,57.0514,0.3268,0.0,1.5254,1.6471,0.0184,0.0664,0.0291,0.0,1863122000000,0.0096,0.0033,7.8991,8.3083,9405000000,0.0523,0.3908,2.5029,-253349540,-0.0011,-0.0113,-0.0068,-0.0026,-0.0015,0.0035,0.1328,0.0915,0.088,14879000000,0.0,0.0144,0.6182,3.9598,0.2808,0.0184,0.0218,0.0057,0.0454,0.0489,0.5586,0.5693,224817650460,-169416000000,0.1224,0.2457,-0.0027,0.0009,0.0232,0.024,0.2758,28.5636,0.064,2.1886,0.3417,0.3373,1.0487,10.0409,6.1083,2.3427,1.4126,-0.0043,0.0366,6.4047,0.0086,0.0086,0.0158,0.0957,0.0948,0.0373,0.069718844518377,0.2819,0.0367,-0.0172,-3702000.0,-0.0009,42.355,159149000000,0.0105,0.0404,0.0167,0.0737,FY2015.FQ1,1
53,0.44,2015-08-03,2015-06,67.76,3698067000,10.1556,11.1885,216287000000,57.7751,0.0034,0.0,1.4718,1.6464,0.0075,-0.0245,0.039,0.1,1761974000000,0.0083,-0.0836,7.3048,8.3083,9615000000,-0.0161,0.4037,2.5683,140452019920,0.6493,6.1873,2.402,1.4769,0.877,0.0103,0.0547,0.0984,0.0893,17296000000,0.0,4.9569,0.7263,4.6201,0.2491,0.0175,0.021,0.0075,0.0592,0.0624,0.6146,0.5693,250581019920,-67891000000,0.0518,0.2641,-0.004,-0.0105,0.024,0.024,0.2857,10.7167,-0.0208,2.2376,0.3517,0.3435,1.1585,11.0388,4.2854,2.635,1.5646,0.0006,-0.035,6.3607,0.009,0.0086,0.0161,0.0951,0.0945,0.038,0.069718844518377,0.1893,0.0367,-0.018,-13020000.0,-0.0035,42.7794,160149000000,0.0037,-0.028,0.0168,0.0611,FY2015.FQ2,2
54,0.44,2015-11-02,2015-09,60.97,3681130000,9.8365,11.0939,219660000000,58.9596,-0.096,0.0232,1.3664,1.6151,0.0057,-0.046,0.039,0.0,1741687000000,-0.0009,-0.0772,7.0878,8.1621,7978000000,-0.1195,0.3502,2.1414,143107496100,0.6514,5.978,1.6631,1.532,0.8699,0.0055,0.2444,0.1016,0.0901,25124000000,0.0232,11.2588,1.1028,6.7436,0.0,0.0166,0.0202,0.0105,0.089,0.0928,0.6358,0.5693,224438496100,-61675000000,0.2226,0.2986,-0.0001,-0.0164,0.0247,0.024,0.2619,16.9809,-0.1496,1.8064,0.2954,0.3373,1.0217,9.3754,2.6083,2.4027,1.3643,-0.0097,-0.069,6.1144,0.0098,0.0086,0.0159,0.0983,0.0945,0.0406,0.069718844518377,0.1339,0.0367,-0.0166,-16937000.0,-0.0045,44.1547,164503000000,0.0011,-0.0434,0.0172,0.0624,FY2015.FQ3,3
55,0.44,2016-02-23,2015-12,66.03,3663475000,9.499,11.0069,221505000000,57.2689,-0.2963,-0.1344,1.314,1.5842,0.0062,-0.0613,0.0147,0.0,1717186000000,-0.0059,-0.0922,6.936,8.1208,8644000000,0.1244,0.3777,2.2348,191150254250,0.8629,7.8205,2.6018,2.0434,1.1476,-0.019,0.1092,0.1052,0.0908,16167000000,-0.1344,-0.4375,0.7064,4.1798,0.2627,0.0161,0.0193,0.0144,0.1055,0.1084,0.6542,0.5693,241899254250,-35187000000,0.102,0.2374,0.0047,0.0147,0.0251,0.024,0.3333,-5.1942,0.1338,1.9057,0.322,0.3281,1.092,9.8968,3.2926,2.5859,1.4523,-0.0096,0.0059,5.9168,0.0102,0.0086,0.0165,0.099,0.0945,0.0423,0.069718844518377,0.1233,0.0367,0.0272,-17655000.0,-0.0047,43.0624,166557000000,-0.0036,-0.0857,0.0169,0.0683,FY2015.FQ4,4
56,0.44,2016-04-29,2016-03,59.22,3656659000,9.6891,10.9263,224089000000,59.9553,-0.2849,0.0,1.295,1.5422,0.0031,-0.0336,0.0147,0.0,1748017000000,-0.0031,-0.0617,6.9876,7.9897,8867000000,-0.0572,0.3815,2.3723,144626345980,0.6453,6.014,3.8873,1.5598,0.8498,0.0,-0.0689,0.1032,0.0915,-21383000000,0.0,-2.4371,-0.9201,-5.721,0.2715,0.0165,0.0185,0.0151,0.1087,0.1109,0.641,0.5716,216547345980,-54431000000,-0.0666,0.2375,0.0054,0.0658,0.0255,0.024,0.3259,0.0,-0.0785,2.0275,0.326,0.3295,0.9663,9.0047,5.8205,2.3355,1.2724,0.0005,-0.0343,6.2176,0.01,0.0087,0.016,0.0966,0.0954,0.0419,0.069718844518377,0.1178,0.0372,-0.0052,-6816000.0,-0.0018,45.5321,170181000000,-0.0016,-0.0594,0.0192,0.0605,FY2016.FQ1,1
57,0.48,2016-08-03,2016-06,62.14,3611982000,9.7696,10.5409,226355000000,61.0746,-0.1361,0.0,1.3029,1.4986,0.0033,0.0338,0.0236,0.0909,1765944000000,0.0034,0.0022,6.9959,7.602,10676000000,0.1103,0.4378,2.8805,170749561480,0.7543,7.127,9.2879,1.8304,0.9866,0.0177,0.0064,0.1023,0.0949,-1524000000,0.0,-1.0881,-0.0625,-0.4112,0.3361,0.0163,0.0179,0.0168,0.103,0.1045,0.6557,0.5922,224448561480,-36420000000,-0.0143,0.2543,0.0039,0.062,0.0255,0.024,0.3096,5.2795,0.1149,2.5201,0.3831,0.3295,0.9915,9.3684,12.2089,2.406,1.2969,0.0019,0.0238,6.5781,0.0097,0.0088,0.0162,0.0953,0.0955,0.0414,0.069718844518377,0.1163,0.0376,-0.0099,-44677000.0,-0.0122,46.6955,173063000000,0.002,0.0067,0.018,0.0465,FY2016.FQ2,2
